Gene type	Gene name
protein_coding	WNT8A
protein_coding	RAB2A
protein_coding	GTF2A2
protein_coding	ROM1
protein_coding	CTNND2
protein_coding	GREB1
protein_coding	PLRG1
protein_coding	CASP5
protein_coding	ARID1B
protein_coding	SORBS3
protein_coding	ATP2A3
protein_coding	NTRK3
protein_coding	TPK1
protein_coding	PACS1
protein_coding	PLS1
protein_coding	CXCL13
protein_coding	TRMT10A
protein_coding	FPR2
protein_coding	ACSL5
protein_coding	JPH4
protein_coding	GPRASP3
protein_coding	POU2F3
protein_coding	TNNT1
protein_coding	ACHE
protein_coding	TECRL
protein_coding	ACOT9
protein_coding	BOP1
protein_coding	FDXACB1
protein_coding	ACTR1B
protein_coding	SSTR3
protein_coding	BCL2A1
protein_coding	RRP7A
protein_coding	SLC6A12
protein_coding	CHRM1
protein_coding	ADPGK
protein_coding	SIM1
protein_coding	HEBP2
protein_coding	STMP1
protein_coding	PRDM6
protein_coding	NIBAN2
protein_coding	GNA13
protein_coding	SYNE1
protein_coding	NPY
protein_coding	WIPI1
protein_coding	TTC23
protein_coding	HSPA9
protein_coding	BMAL1
protein_coding	FAM53A
protein_coding	DNAJC10
protein_coding	PGRMC2
protein_coding	USP22
protein_coding	KLHL5
protein_coding	SRPK3
protein_coding	POLR2J
protein_coding	HOXA10
protein_coding	CYB5R4
protein_coding	TDO2
protein_coding	ZSWIM2
protein_coding	ASB18
protein_coding	HOXA7
protein_coding	HSPE1
protein_coding	CYTH1
protein_coding	ARF5
protein_coding	UACA
protein_coding	DYNLT1
protein_coding	DEFA6
protein_coding	C3
protein_coding	FRMD3
protein_coding	IPMK
protein_coding	RANBP9
protein_coding	SEPTIN6
protein_coding	WNT10B
protein_coding	C10orf90
protein_coding	MMRN1
protein_coding	PECR
protein_coding	SDC2
protein_coding	AIMP2
protein_coding	SYNJ2
protein_coding	COX18
protein_coding	POC1B
protein_coding	TESK1
protein_coding	CEP131
protein_coding	NSMCE2
protein_coding	WDR91
protein_coding	ACAN
protein_coding	ARHGEF38
protein_coding	SET
protein_coding	DCAF17
protein_coding	PLCL2
protein_coding	ZFYVE27
protein_coding	PIM1
protein_coding	CLOCK
protein_coding	SYN2
protein_coding	IL11RA
protein_coding	LPCAT2
protein_coding	TCF12
protein_coding	NEDD9
protein_coding	FAU
protein_coding	ARL4C
protein_coding	TSPAN12
protein_coding	ICOS
protein_coding	MRPL51
protein_coding	XKR5
protein_coding	SHPRH
protein_coding	SOX17
protein_coding	TRAF7
protein_coding	APBA3
protein_coding	NHS
protein_coding	ZC3H14
protein_coding	ITGA9
protein_coding	TBX5
protein_coding	PLCD4
protein_coding	SOX6
protein_coding	HSD17B10
protein_coding	SCAMP1
protein_coding	HAUS6
protein_coding	IFRD1
protein_coding	NCOA2
protein_coding	CXCR3
protein_coding	RAB8A
protein_coding	MORN4
protein_coding	SLC22A2
protein_coding	CYP2C18
protein_coding	ITFG2
protein_coding	NMI
protein_coding	FGFBP1
protein_coding	MYORG
protein_coding	TMLHE
protein_coding	OVOL3
protein_coding	DMBT1
protein_coding	HINT2
protein_coding	ENPEP
protein_coding	CYP4F11
protein_coding	CSF1R
protein_coding	RNASET2
protein_coding	WRN
protein_coding	NEK10
protein_coding	SEC61G
protein_coding	GAS7
protein_coding	FAT3
protein_coding	TTC21B
protein_coding	HNRNPH2
protein_coding	ST6GALNAC6
protein_coding	CCNB3
protein_coding	MNX1
protein_coding	ARHGEF12
protein_coding	TFG
protein_coding	CCNP
protein_coding	FGF18
protein_coding	KITLG
protein_coding	DHRS7C
protein_coding	PPP1R3A
protein_coding	PMP2
protein_coding	HK3
protein_coding	SLC38A8
protein_coding	DOCK6
protein_coding	HGSNAT
protein_coding	PSMB9
protein_coding	NSUN5
protein_coding	GK
protein_coding	KRT6B
protein_coding	CYP2U1
protein_coding	EIF3CL
protein_coding	NUP43
protein_coding	SEPSECS
protein_coding	PTPRR
protein_coding	CDH9
protein_coding	PRKACA
protein_coding	VCAN
protein_coding	EPB41L4B
protein_coding	APOC1
protein_coding	PRIMPOL
protein_coding	MAGI2
protein_coding	CCN6
protein_coding	MRPL28
protein_coding	SPIDR
protein_coding	PPP1R7
protein_coding	DLGAP5
protein_coding	GRIN2D
protein_coding	PCDHA13
protein_coding	ANO2
protein_coding	DDX39A
protein_coding	PTGES
protein_coding	DDX4
protein_coding	PPM1H
protein_coding	MPDZ
protein_coding	WWOX
protein_coding	TRPV5
protein_coding	MYF5
protein_coding	AGER
protein_coding	CLEC12B
protein_coding	NUP160
protein_coding	ARHGAP31
protein_coding	CHPF2
protein_coding	ARHGAP17
protein_coding	ICE1
protein_coding	PAH
protein_coding	MGAT4D
protein_coding	SLC12A6
protein_coding	ZDHHC4
protein_coding	NSG2
protein_coding	ZNF536
protein_coding	RNASE3
protein_coding	DGKG
protein_coding	DEGS2
protein_coding	LRR1
protein_coding	TBCB
protein_coding	RAB39B
protein_coding	WWC3
protein_coding	HAND1
protein_coding	WIPF2
protein_coding	SLC9B1
protein_coding	PCDHAC2
protein_coding	KIF4A
protein_coding	SPN
protein_coding	PAGR1
protein_coding	BAZ1A
protein_coding	COG7
protein_coding	RPL28
protein_coding	THNSL2
protein_coding	SLC38A2
protein_coding	NLE1
protein_coding	GTF2H2
protein_coding	CAMKV
protein_coding	GPR37
protein_coding	LRMDA
protein_coding	GGH
protein_coding	C10orf71
protein_coding	ASNS
protein_coding	FAM149B1
protein_coding	MYCN
protein_coding	CCL5
protein_coding	DCAF4
protein_coding	PPAN
protein_coding	ROGDI
protein_coding	UNC5D
protein_coding	DDX42
protein_coding	NAB2
protein_coding	RGPD6
protein_coding	FUNDC2
protein_coding	DOHH
protein_coding	SPAG11B
protein_coding	XCR1
protein_coding	ABCD1
protein_coding	LBX1
protein_coding	LDB1
protein_coding	ABRA
protein_coding	SLC25A3
protein_coding	GRINA
protein_coding	TNKS1BP1
protein_coding	CLPSL2
protein_coding	MARCHF8
protein_coding	HIVEP1
protein_coding	ACAD9
protein_coding	TRAPPC6B
protein_coding	VSTM5
protein_coding	SCAI
protein_coding	HLA-DOA
protein_coding	TACC1
protein_coding	RPS6KA3
protein_coding	DPP4
protein_coding	SNX19
protein_coding	NIP7
protein_coding	CIRBP
protein_coding	NPTN
protein_coding	FXR2
protein_coding	HOXA4
protein_coding	SKIC2
protein_coding	A1CF
protein_coding	RCOR1
protein_coding	NRF1
protein_coding	SPG7
protein_coding	GLTPD2
protein_coding	OR4K1
protein_coding	YBX2
protein_coding	SERPINA4
protein_coding	CFC1
protein_coding	PAFAH1B2
protein_coding	ATXN7L3
protein_coding	RNF111
protein_coding	TMEM198
protein_coding	NSG1
protein_coding	FLRT2
protein_coding	UHRF2
protein_coding	C1S
protein_coding	PUDP
protein_coding	RETSAT
protein_coding	NCF1
protein_coding	GPC4
protein_coding	NOL11
protein_coding	TRIO
protein_coding	CCDC88B
protein_coding	ACOX2
protein_coding	HECTD1
protein_coding	NELFB
protein_coding	RHOXF1
protein_coding	PTPN9
protein_coding	IL1RL2
protein_coding	C8G
protein_coding	TRMT2B
protein_coding	GBA2
protein_coding	GEMIN6
protein_coding	FRMD8
protein_coding	BRCA1
protein_coding	MARCHF6
protein_coding	PLA2G4F
lncRNA	LINC01646
protein_coding	DMRTA1
protein_coding	SOS1
protein_coding	KYAT1
protein_coding	KAZN
protein_coding	PYCR3
protein_coding	TSPAN7
lncRNA	TMEM51-AS1
protein_coding	CHMP7
protein_coding	CD36
protein_coding	PADI6
protein_coding	RTN4IP1
protein_coding	ANXA2
protein_coding	COL4A5
protein_coding	BICRA
protein_coding	HERC6
lncRNA	CZIB-DT
protein_coding	SLC6A15
protein_coding	CD2AP
protein_coding	ESRP1
protein_coding	CORO1B
lncRNA	PDE4B-AS1
protein_coding	GJA9
protein_coding	PFN2
protein_coding	TENT2
protein_coding	BAZ2B
protein_coding	IQCF1
protein_coding	IL4R
protein_coding	ALKBH7
protein_coding	SORCS2
protein_coding	STX19
protein_coding	PARG
protein_coding	TENM3
protein_coding	POLR2E
protein_coding	BCL6
protein_coding	FLI1
protein_coding	IGF1
protein_coding	AKAP5
protein_coding	TSHB
protein_coding	PRDM14
protein_coding	FTSJ1
protein_coding	NKX6-1
protein_coding	DRD5
protein_coding	ETS1
protein_coding	IGF2BP2
protein_coding	RPP40
protein_coding	FABP5
protein_coding	CHN1
protein_coding	P2RX7
lncRNA	LRRC8D-DT
protein_coding	ACBD7
protein_coding	OR10J5
protein_coding	ZCCHC4
protein_coding	TAF3
protein_coding	MICU3
protein_coding	PLEKHG3
protein_coding	GPR34
protein_coding	PLIN5
protein_coding	SLC6A3
protein_coding	RAG1
lncRNA	LINC01035
protein_coding	RIGI
protein_coding	ADTRP
protein_coding	NAA10
protein_coding	SHISA9
lncRNA	TGFB2-OT1
protein_coding	DNAAF2
protein_coding	DCDC2
protein_coding	EAPP
protein_coding	SHCBP1L
protein_coding	PCSK7
protein_coding	LSM1
protein_coding	ELOVL4
protein_coding	ST8SIA4
protein_coding	MGMT
protein_coding	GAR1
protein_coding	TPPP2
protein_coding	STK38
protein_coding	MVD
protein_coding	UBE2W
protein_coding	PALM3
protein_coding	RND3
protein_coding	PCDHGB3
protein_coding	EXOC8
protein_coding	CHMP4BP1
protein_coding	COA8
protein_coding	RGS21
lncRNA	RCC2-AS1
protein_coding	CYP2A6
protein_coding	MRC1
protein_coding	DKC1
protein_coding	NPB
protein_coding	MUSK
protein_coding	GGT6
protein_coding	BCL7A
protein_coding	CCNA2
protein_coding	REL
protein_coding	BBOF1
protein_coding	GPR52
protein_coding	TEAD3
miRNA	MIR34A
protein_coding	CHP2
protein_coding	GALT
protein_coding	FGFR4
protein_coding	ACTR6
protein_coding	ZDHHC22
miRNA	MIR30E
miRNA	MIR30C1
protein_coding	HPR
protein_coding	PDSS2
protein_coding	NAT9
protein_coding	LARP1B
protein_coding	CUZD1
protein_coding	ZFYVE1
protein_coding	SPATA33
miRNA	MIR205
protein_coding	PLSCR1
protein_coding	USP54
protein_coding	BTN3A1
protein_coding	CDH16
protein_coding	TNKS
protein_coding	GPR173
lncRNA	SNHG28
protein_coding	MANSC4
protein_coding	TEAD2
protein_coding	TRAPPC2
miRNA	MIR92B
protein_coding	CAPN10
unprocessed_pseudogene	OR10J6P
protein_coding	MAS1
protein_coding	MAN1A1
protein_coding	PLEKHA5
lncRNA	LINC01144
protein_coding	OR2G2
protein_coding	OR2G3
protein_coding	AMN
protein_coding	CARNMT1
protein_coding	ELF4
protein_coding	GPIHBP1
lncRNA	ARHGEF2-AS1
protein_coding	COL11A2
protein_coding	DEFB1
protein_coding	FOXH1
protein_coding	CMC4
miRNA	MIR9-1
protein_coding	RMI1
protein_coding	ARID4A
protein_coding	CISD1
protein_coding	CYP4Z1
protein_coding	CHST1
protein_coding	ENOX2
protein_coding	PDGFRL
protein_coding	FOXE3
lncRNA	FOXD2-AS1
protein_coding	LRRC52
protein_coding	RXFP4
protein_coding	ANGPT1
miRNA	MIR4632
protein_coding	PTGR1
protein_coding	GJA8
snRNA	RNVU1-7
protein_coding	SLC22A12
protein_coding	KAT6B
protein_coding	LSAMP
protein_coding	PUF60
protein_coding	DCLK3
protein_coding	MT1HL1
protein_coding	MRPL38
protein_coding	HPS3
protein_coding	JAM3
lncRNA	LINC00622
protein_coding	ADAM30
protein_coding	HSPA6
protein_coding	KCNA10
protein_coding	STXBP5
snRNA	RNVU1-17
protein_coding	NEDD8
protein_coding	SGSM2
protein_coding	CAPN15
protein_coding	RNF186
protein_coding	PLA2G2E
protein_coding	AP2A2
protein_coding	OR2M7
protein_coding	OR14C36
protein_coding	ADD1
protein_coding	OR2T3
protein_coding	OR2T5
protein_coding	OR2T34
protein_coding	IRF9
protein_coding	LCE3B
protein_coding	LCE3A
protein_coding	LCE2B
protein_coding	LCE2A
protein_coding	TGOLN2
protein_coding	L1CAM
protein_coding	RBM19
protein_coding	OR10T2
protein_coding	C4B
protein_coding	PRMT6
protein_coding	MLYCD
protein_coding	TNFAIP6
miRNA	MIR320B2
protein_coding	NGLY1
lncRNA	ADAMTSL4-AS1
lncRNA	OBSCN-AS1
protein_coding	RSL1D1
protein_coding	STAM2
protein_coding	MACROD1
protein_coding	TSSK3
protein_coding	ERAL1
lncRNA	LINC01352
protein_coding	IL18RAP
protein_coding	CDC42BPB
lncRNA	SNAP47-AS1
protein_coding	LCLAT1
protein_coding	CCAR1
protein_coding	PLEKHB1
protein_coding	ATP2C2
protein_coding	CHRNA6
miRNA	MIR197
protein_coding	RIPK3
protein_coding	POLR1E
protein_coding	SLC9A7
protein_coding	PTGS2
protein_coding	RNASE1
protein_coding	DVL2
protein_coding	PLAC1
protein_coding	PAGE4
protein_coding	PCDHGA9
protein_coding	MSH4
protein_coding	PREX2
protein_coding	NTNG2
protein_coding	PRELID2
lncRNA	AKT3-IT1
protein_coding	PARP2
protein_coding	PAK3
protein_coding	APOA4
protein_coding	RANBP6
lncRNA	ECE1-AS1
protein_coding	TICAM2
protein_coding	SLC24A2
protein_coding	DAP
protein_coding	RBM4
protein_coding	ARHGEF25
protein_coding	ECPAS
protein_coding	TRAPPC13
protein_coding	CFAP52
protein_coding	ZDHHC17
protein_coding	H3C13
protein_coding	H2AC20
protein_coding	H2AC21
protein_coding	HGD
protein_coding	MOG
protein_coding	CIBAR1
protein_coding	DUSP1
protein_coding	CES1
protein_coding	RLIM
protein_coding	OR2L2
protein_coding	CNTROB
protein_coding	OR2L3
protein_coding	NRXN2
protein_coding	OR2M4
protein_coding	SPINK2
protein_coding	OR2T35
protein_coding	MAP3K10
protein_coding	OR10K2
protein_coding	BTBD7
protein_coding	LINGO4
protein_coding	THEM5
protein_coding	IL23A
protein_coding	LCE1F
protein_coding	UGT8
protein_coding	LCE1D
protein_coding	OR2L5
protein_coding	NABP2
lncRNA	SNHG3
protein_coding	LYPD4
protein_coding	NTMT1
protein_coding	OR10X1
protein_coding	OR2T27
protein_coding	PBX4
protein_coding	OR6K3
protein_coding	PUM2
protein_coding	OR10J3
protein_coding	OR14A16
protein_coding	OR11L1
protein_coding	OR2W3
protein_coding	OR2AJ1
protein_coding	OR2L8
protein_coding	OR6Y1
protein_coding	OR2T6
protein_coding	OR2M5
protein_coding	OR2M2
protein_coding	SLC1A5
protein_coding	OR2T8
protein_coding	BEGAIN
protein_coding	OR6F1
protein_coding	ENPP1
protein_coding	OR14K1
protein_coding	OR2T12
protein_coding	OR2T33
protein_coding	TMED3
protein_coding	APOA1
protein_coding	MYF6
protein_coding	OR2T29
protein_coding	OR4F5
protein_coding	OR2G6
protein_coding	OR13G1
protein_coding	ALKBH2
protein_coding	OR1C1
protein_coding	OR2M3
protein_coding	OR2T10
protein_coding	OR6N1
protein_coding	OR2T11
protein_coding	DBN1
protein_coding	OR10Z1
protein_coding	E2F5
protein_coding	UNC13C
protein_coding	ACSBG2
protein_coding	SPTA1
protein_coding	PDZD8
protein_coding	NAA35
protein_coding	VNN1
protein_coding	PPEF1
protein_coding	OXR1
protein_coding	HDGFL3
miRNA	MIR186
protein_coding	SMPD2
protein_coding	NSUN3
protein_coding	IER5
protein_coding	BECN2
protein_coding	ANXA11
lncRNA	CNIH3-AS1
protein_coding	TNFSF18
protein_coding	MAP10
protein_coding	OR2T4
protein_coding	INSL5
protein_coding	OR6P1
protein_coding	SLC2A7
protein_coding	SNAPC5
protein_coding	SLC25A39
protein_coding	OR6K2
protein_coding	LCE4A
protein_coding	BIN2
protein_coding	CGB5
protein_coding	DDC
protein_coding	PHACTR1
protein_coding	MBD4
protein_coding	TIMP1
protein_coding	TUBB4A
protein_coding	UBAP1L
protein_coding	TTC12
protein_coding	FRMD5
protein_coding	PLN
protein_coding	ATXN3
lncRNA	LINC00339
protein_coding	ALDH5A1
protein_coding	DKKL1
lncRNA	CDC42-AS1
protein_coding	LCE1C
protein_coding	LCE5A
protein_coding	LCE3E
protein_coding	LCE3D
protein_coding	COLGALT1
protein_coding	ANOS1
protein_coding	A3GALT2
lncRNA	LINC02816
protein_coding	TBC1D21
lncRNA	KIAA1614-AS1
protein_coding	LCE1B
protein_coding	LCE1A
protein_coding	LCE6A
protein_coding	COX6C
protein_coding	SPRR4
protein_coding	NCEH1
protein_coding	OR10J1
protein_coding	HAND2
protein_coding	MAN2C1
protein_coding	LIN37
protein_coding	CLGN
protein_coding	HTR1E
protein_coding	DCST2
protein_coding	HECA
protein_coding	RPL39
protein_coding	KDM5A
protein_coding	SEC62
protein_coding	HS6ST2
snRNA	RNVU1-6
lncRNA	AGBL4-IT1
protein_coding	CANX
protein_coding	INTS9
snRNA	RNVU1-15
snRNA	RNVU1-2A
lncRNA	RALGPS2-AS1
protein_coding	TNXB
protein_coding	MTM1
protein_coding	RPTN
protein_coding	HRNR
protein_coding	EXOSC9
snRNA	RNVU1-14
protein_coding	CLEC4M
protein_coding	SFN
protein_coding	CATSPER4
protein_coding	KLF4
protein_coding	GKAP1
miRNA	MIR214
protein_coding	H3-4
protein_coding	OR6N2
protein_coding	H3C15
protein_coding	HAPLN4
protein_coding	H4C15
protein_coding	H2AC18
protein_coding	H2BC21
protein_coding	H4C14
protein_coding	SRPK1
protein_coding	H3C14
protein_coding	OR2T1
protein_coding	LCE2C
protein_coding	OR2C3
protein_coding	FBXO40
protein_coding	LCE3C
protein_coding	CITED4
protein_coding	ZNF502
protein_coding	SHC3
snRNA	RNVU1-19
miRNA	MIR215
miRNA	MIR194-1
protein_coding	ANKS6
protein_coding	ZW10
protein_coding	CC2D1A
snRNA	RNVU1-4
protein_coding	PPIAL4A
protein_coding	PPIAL4C
protein_coding	PPIAL4D
protein_coding	PPIAL4E
protein_coding	PPIAL4F
protein_coding	PPIAL4G
protein_coding	PPIAL4H
protein_coding	MFN1
protein_coding	AKR7L
protein_coding	S1PR3
protein_coding	MPG
protein_coding	NR5A1
protein_coding	FOXO6
lncRNA	LINC01140
protein_coding	CELF1
protein_coding	H2AC25
protein_coding	PYCARD
protein_coding	H2BC26
protein_coding	NRBP2
protein_coding	TCHH
lncRNA	LNCATV
protein_coding	ATP8A1
protein_coding	KIFC3
protein_coding	SYK
protein_coding	FANCB
protein_coding	VDR
protein_coding	CELSR2
protein_coding	NECAB1
protein_coding	MANEA
protein_coding	PCOLCE
protein_coding	GEM
protein_coding	WDFY1
protein_coding	CLTRN
protein_coding	RPS10
protein_coding	IPO8
protein_coding	RGN
snRNA	RNVU1-8
protein_coding	NUDT4B
protein_coding	CPA4
protein_coding	MATN1
protein_coding	KLK13
protein_coding	OXCT2
protein_coding	TERF1
protein_coding	PTGES3L
protein_coding	SLC25A4
protein_coding	LFNG
protein_coding	FSIP2
protein_coding	KCNAB1
protein_coding	RELT
protein_coding	GNAI1
protein_coding	UQCRHL
protein_coding	SUFU
protein_coding	SURF6
miRNA	MIR551A
lncRNA	TP73-AS2
protein_coding	STMN4
protein_coding	FANCC
protein_coding	SPAG5
protein_coding	ATP5F1D
protein_coding	LYRM4
protein_coding	CTBP1
protein_coding	ZDHHC15
protein_coding	DCHS1
protein_coding	ADGRV1
protein_coding	MID1IP1
protein_coding	NUDT11
protein_coding	BRPF1
protein_coding	TACSTD2
lncRNA	LINC01647
protein_coding	RPGR
protein_coding	REPS1
protein_coding	ERCC2
lncRNA	LINC01555
protein_coding	CASP7
protein_coding	FADS2
protein_coding	KCNA3
protein_coding	KRIT1
protein_coding	ZC3H11B
protein_coding	FOXD3
miRNA	MIR181B1
lncRNA	TRIM67-AS1
protein_coding	LELP1
protein_coding	LORICRIN
protein_coding	B3GALT6
protein_coding	DDX11
protein_coding	ACD
protein_coding	OPLAH
protein_coding	ORM1
lncRNA	PIK3CD-AS1
protein_coding	TMBIM1
miRNA	MIR101-1
protein_coding	KIAA1217
protein_coding	SETSIP
miRNA	MIR135B
lncRNA	LINC02942
protein_coding	OR2AK2
protein_coding	OR6K6
protein_coding	OR10R2
protein_coding	TAS1R2
lncRNA	LINC01699
protein_coding	GNE
protein_coding	OR4F29
protein_coding	ERI2
lncRNA	NEXN-AS1
protein_coding	PDK3
protein_coding	OR2T7
unprocessed_pseudogene	MTCO2P12
protein_coding	HPS5
protein_coding	OR4F16
protein_coding	PCDHB14
protein_coding	ARSK
protein_coding	BBLN
lncRNA	RERE-AS1
protein_coding	LAIR1
protein_coding	ZNF618
protein_coding	MED12
protein_coding	OR10J4
lncRNA	PRKCZ-AS1
snRNA	RNVU1-1
snRNA	RNVU1-3
protein_coding	INCA1
protein_coding	PLCXD3
protein_coding	PCDHA1
transcribed_unprocessed_pseudogene	OR2W5P
transcribed_unprocessed_pseudogene	PDZK1P1
protein_coding	OIP5
protein_coding	CACNA1D
protein_coding	PPP4C
protein_coding	PANK3
protein_coding	SEMA6D
transcribed_unprocessed_pseudogene	MST1L
transcribed_unprocessed_pseudogene	CLCA3P
protein_coding	HAPLN1
lncRNA	CLCA3P
protein_coding	SEC24D
protein_coding	OGA
protein_coding	SECTM1
transcribed_unprocessed_pseudogene	FCGR1BP
protein_coding	LRRC55
protein_coding	CREB3L1
protein_coding	LHFPL2
protein_coding	TASL
protein_coding	DOCK11
protein_coding	PLD3
protein_coding	EIF4A3
protein_coding	NRCAM
protein_coding	SMARCAL1
protein_coding	RRM2B
protein_coding	RPL27A
protein_coding	MICOS10-NBL1
protein_coding	MLX
lncRNA	LINC02793
protein_coding	ZDHHC21
lncRNA	LINC02794
protein_coding	CTRB1
miRNA	MIR200B
miRNA	MIR200A
protein_coding	CD3G
protein_coding	RGS4
protein_coding	CTNNA1
protein_coding	TMEM126A
protein_coding	SLC1A1
protein_coding	UBL4B
protein_coding	PRDX4
protein_coding	CHCHD7
protein_coding	JUN
protein_coding	ERCC4
lncRNA	LINC01343
lncRNA	ERI3-IT1
protein_coding	SSRP1
protein_coding	ALPK1
protein_coding	TANK
protein_coding	PSMD5
protein_coding	LCAT
lncRNA	LINC01657
protein_coding	GARIN4
protein_coding	ACSF2
protein_coding	SYP
protein_coding	CHCHD1
protein_coding	CDH23
protein_coding	PSMD10
protein_coding	VPS28
protein_coding	ARPC4
protein_coding	BMP5
protein_coding	MUC21
miRNA	MIR29C
protein_coding	EME2
lncRNA	LINC01355
protein_coding	NELFE
protein_coding	GSN
protein_coding	CD99
protein_coding	CRISPLD2
protein_coding	KCNC1
protein_coding	FBXO8
transcribed_unitary_pseudogene	BTNL10P
protein_coding	HIKESHI
protein_coding	ZFHX3
protein_coding	NPRL2
transcribed_unitary_pseudogene	GNRHR2
protein_coding	TENT4B
protein_coding	OR14A2
protein_coding	FEM1B
protein_coding	GPR61
protein_coding	LDHD
protein_coding	ICE2
protein_coding	ENPP6
protein_coding	RPE65
protein_coding	IL15
lncRNA	TNR-IT1
protein_coding	MRLN
protein_coding	HELB
lncRNA	TTLL10-AS1
protein_coding	DPCD
protein_coding	DNAJB9
protein_coding	TMEM223
protein_coding	PLA2G15
protein_coding	MRPL14
protein_coding	THY1
protein_coding	PTPRN2
protein_coding	TCHP
protein_coding	PRAP1
lncRNA	OR2W5P
protein_coding	QKI
protein_coding	PIK3CG
protein_coding	CAVIN3
protein_coding	XYLT2
protein_coding	BBS2
lncRNA	WARS2-AS1
protein_coding	NAA40
lncRNA	LINC01780
protein_coding	ERLIN1
protein_coding	COCH
protein_coding	TCAF2
lncRNA	HAO2-IT1
protein_coding	GUCY2C
protein_coding	KLHL24
protein_coding	CD38
protein_coding	OTUD7A
protein_coding	GARRE1
protein_coding	P4HB
protein_coding	BORCS7
protein_coding	THAP4
protein_coding	SPACA5
protein_coding	PKP3
protein_coding	DAPK2
protein_coding	ANKRD1
protein_coding	PTHLH
lncRNA	PROX1-AS1
protein_coding	STK26
protein_coding	MEN1
protein_coding	PFKFB3
protein_coding	FSCN3
lncRNA	LINC01760
protein_coding	FBXO17
protein_coding	GRM3
protein_coding	SGPP1
protein_coding	LEF1
miRNA	MIR137
protein_coding	DCSTAMP
protein_coding	TBX19
protein_coding	ATG2B
protein_coding	PPP2R2A
protein_coding	THBS4
protein_coding	OLA1
lncRNA	C1orf167-AS1
protein_coding	SRPK2
lncRNA	DISC1-IT1
protein_coding	YOD1
protein_coding	ADAP2
protein_coding	RNASE4
protein_coding	CHD4
protein_coding	UGT2B17
protein_coding	SHTN1
protein_coding	GRID2
protein_coding	FGF22
protein_coding	TUB
lncRNA	FOXD3-AS1
protein_coding	RAD51
protein_coding	TMEM259
protein_coding	CCNB1IP1
protein_coding	RNF5
protein_coding	LPAR4
lncRNA	ADAMTSL4-AS2
protein_coding	MMP13
lncRNA	LINC02814
protein_coding	RGS20
protein_coding	GDPD1
lncRNA	RAB4A-AS1
protein_coding	SLC12A9
lncRNA	ASH1L-AS1
protein_coding	CYFIP2
protein_coding	INPP5F
protein_coding	NCK2
protein_coding	SNX3
protein_coding	ATF7IP2
protein_coding	B4GALNT2
lncRNA	GAS5-AS1
lncRNA	LINC02961
protein_coding	EBF2
lncRNA	ATP1A1-AS1
protein_coding	FBXO3
protein_coding	TBC1D8B
protein_coding	SOD2
protein_coding	CHSY1
lncRNA	ZMYM4-AS1
lncRNA	LINC01307
protein_coding	HERC2
lncRNA	DNM3OS
protein_coding	FBXL6
protein_coding	TEX2
lncRNA	COA6-AS1
lncRNA	ELF3-AS1
protein_coding	CLRN3
protein_coding	HCFC1
protein_coding	LIMCH1
protein_coding	SCLY
protein_coding	KLF6
protein_coding	LIN28B
protein_coding	QARS1
protein_coding	FOXF2
protein_coding	RPL13
lncRNA	LINC01767
protein_coding	IFNGR1
protein_coding	EXOSC1
protein_coding	OR51E2
protein_coding	PATE1
protein_coding	STAU2
lncRNA	WDTC1-DT
protein_coding	EDC3
protein_coding	TMEM14C
protein_coding	CPT1C
protein_coding	CDX4
protein_coding	ABCD4
protein_coding	TEX11
protein_coding	EPS8L2
protein_coding	TERF2IP
protein_coding	THBS2
protein_coding	DYNC1LI2
protein_coding	PIERCE2
protein_coding	SP5
protein_coding	SLC12A1
protein_coding	CCL2
protein_coding	BTAF1
protein_coding	PON2
protein_coding	SLC16A3
lncRNA	LINC02574
protein_coding	XDH
protein_coding	CARMIL1
protein_coding	TK1
protein_coding	SLK
lncRNA	LINC02772
protein_coding	KCNJ16
protein_coding	GLDN
lncRNA	CD101-AS1
protein_coding	PDPR
protein_coding	PLP1
protein_coding	SLC16A6
protein_coding	PLXDC1
protein_coding	KCNH7
protein_coding	NAT8
protein_coding	LRRK1
protein_coding	DLX1
protein_coding	IGFBP3
protein_coding	PRKCB
protein_coding	VCL
lncRNA	LINC02775
lncRNA	ITPKB-IT1
protein_coding	SCT
lncRNA	INKA2-AS1
protein_coding	SP6
protein_coding	MKRN3
protein_coding	TRPM5
protein_coding	VPS13B
protein_coding	METTL23
lncRNA	LINC01359
protein_coding	KLHL25
protein_coding	DENR
protein_coding	NCAPG2
protein_coding	MED23
protein_coding	SETD1B
protein_coding	DCUN1D3
lncRNA	KCNC4-DT
protein_coding	CLDN2
protein_coding	FN3KRP
protein_coding	IQSEC3
protein_coding	FIBP
protein_coding	RAP2C
protein_coding	BCAR1
lncRNA	LINC01757
lncRNA	LRRC8C-DT
protein_coding	HSPA12A
protein_coding	KRT80
protein_coding	PIF1
lncRNA	CNN3-DT
protein_coding	GJB1
protein_coding	CHAD
protein_coding	VARS1
protein_coding	MAGOHB
protein_coding	NOTUM
protein_coding	CPEB4
protein_coding	RNASE11
protein_coding	AKR1C1
protein_coding	NLGN4X
protein_coding	RFWD3
protein_coding	SIX4
protein_coding	IKBIP
lncRNA	LINC01680
protein_coding	SNW1
protein_coding	SLIT3
protein_coding	CDK5RAP3
protein_coding	ELL
protein_coding	LYPLA1
protein_coding	EFEMP2
protein_coding	RSU1
protein_coding	SOCS1
protein_coding	ALS2
protein_coding	CHMP1A
protein_coding	ZNF622
